Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
9925,SWELL LIQUOR (CM SAMPLE),I,3701 BEAVER AVE,DES MOINES,IA,50310,POINT (-93.67748 41.62844),01/01/2025
4685,KWIK STOP FOOD MART,I,2360 CENTRAL,DUBUQUE,IA,52001,POINT (-90.67273 42.51582),01/01/2025
4641,KUM & GO #573 / SE 14TH DM,A,5830 SE 14TH ST,DES MOINES,IA,50315,POINT (-93.59718 41.53324),01/01/2025
2560,HY-VEE FOOD STORE (1396) / MARION,A,3600 BUSINESS HWY 151 EAST,MARION,IA,52302,POINT (-91.57201 42.03599),01/01/2025
5042,SUPER STOP III / DUBUQUE,I,1101 RHOMBERG AVE,DUBUQUE,IA,52001,POINT (-90.66029 42.51948),01/01/2025
010289,BLUE LIQUOR AND TOBACCO STORE / STATE CENTER,A,101 WEST MAIN STREET,STATE CENTER,IA,50247,POINT (-93.16381 42.01663),01/01/2025
5803,CASEY'S GENERAL STORE #3333 / PLEASANT HILL,A,5550 E UNIVERSITY AVE,PLEASANT HILL,IA,50327,POINT (-93.50438 41.60007),01/01/2025
010042,ELKADER PRONTO MARKET / ELKADER,A,107 1ST STREET SW,ELKADER,IA,52043,POINT (-91.40479 42.85338),01/01/2025
010452,BIG 10 MART #27 / ELDRIDGE,A,450 EAST LE CLAIRE ROAD,ELDRIDGE,IA,52748,POINT (-90.57761 41.65472),01/01/2025
2683,HY-VEE FAST & FRESH / WDM,A,425 S JORDAN CREEK PKWY,WEST DES MOINES,IA,50266,POINT (-93.80947 41.56269),01/01/2025
4935,ALI'S LIQUOR,I,1117 E 4TH ST,WATERLOO,IA,50703,POINT (-92.33275 42.50773),01/01/2025
5830,CASEY'S GENERAL STORE #1911 / NEWTON,A,1018 1ST AVE E,NEWTON,IA,50208,POINT (-93.04034 41.69925),01/01/2025
010090,WEST SECOND BP / OTTUMWA,A,1049 WEST 2ND STREET,OTTUMWA,IA,52501,POINT (-92.42512 41.0282),01/01/2025
010429,BP / AMES,A,2720 EAST 13TH STREET,AMES,IA,50010,POINT (-93.57734 42.03449),01/01/2025
4516,CASEY'S GENERAL STORE #1569 / OAKLAND,A,205 BROWN ST,OAKLAND,IA,51560,POINT (-95.40013 41.30482),01/01/2025
5064,CASEY'S GENERAL STORE #2777 / FAIRFA,A,"65, WILLIAMS BLVD",FAIRFAX,IA,52228,POINT (-91.77867 41.92876),01/01/2025
010027,OZ SPIRITS LLC / CLEAR LAKE,I,315 19TH STREET WEST,CLEAR LAKE,IA,50428,POINT (-93.412 43.13741),01/01/2025
5862,SOUTHGATE EXPRESSE - AMES,I,110 AIRPORT ROAD,AMES,IA,50010,POINT (-93.61112 42.00106),01/01/2025
5423,STAMMER LIQUOR CORP,A,615 2ND AVE,SHELDON,IA,51201,POINT (-95.85479 43.18455),01/01/2025
5289,YESWAY STORE # 10020/ STORY CITY,A,527 PARK AVE,STORY CITY,IA,50248,POINT (-93.5978 42.18686),01/01/2025
010486,"FAREWAY STORES, INC. #249 / STORY CITY",A,1550 BROAD STREET,STORY CITY,IA,50248,POINT (-93.57519 42.18774),01/01/2025
4158,FAREWAY STORES #409 / CARROLL,A,709 MONTEREY DR,CARROLL,IA,51401,POINT (-94.85063 42.06565),01/01/2025
010420,"FAREWAY STORES, INC. #247 / HULL",A,640 BLACK FOREST RD,HULL,IA,51239,POINT (-96.13827 43.18578),01/01/2025
010073,FAREWAY STORES INC #229 / ODGEN,A,302 WEST WALNUT STREET,OGDEN,IA,50212,POINT (-94.03108 42.03904),01/01/2025
5890,WESTSIDE HOUSER MART / MUSCATINE,A,2201 HOUSER ST,MUSCATINE,IA,52761,POINT (-91.07935 41.43646),01/01/2025
2597,HY-VEE FOOD STORE / CHEROKEE,A,1300 N. SECOND,CHEROKEE,IA,51012,POINT (-95.55258 42.76533),01/01/2025
5697,CASEY'S #3770 - GLENWOOD,A,601 S LOCUST STREET,GLENWOOD,IA,51534,POINT (-95.74384 41.04038),01/01/2025
5997,CASEY'S GENERAL STORE #1714 / FAIRFIELD,I,1901 W BURLINGTON AVE,FAIRFIELD,IA,52556,POINT (-91.98755 41.00644),01/01/2025
5336,EXPRESS MART,I,4804 S HIGHWAY 61,MUSCATINE,IA,52761,POINT (-91.12935 41.37112),01/01/2025
010348,SPIRITS WORLD / INDIANOLA,A,410 SOUTH JEFFERSON WAY,INDIANOLA,IA,50125,POINT (-93.55831 41.35642),01/01/2025
5964,CASEY'S GENERAL STORE #3032 / CHARITON,A,335 N MAIN ST,CHARITON,IA,50049,POINT (-93.30836 41.01794),01/01/2025
4705,WALGREENS #05977 / CORALVILLE,A,102 SECOND ST,CORALVILLE,IA,52241,POINT (-91.56662 41.66936),01/01/2025
5979,CASEY'S GENERAL STORE #2665 / WOODBINE,A,602 LINCOLNWAY ST,WOODBINE,IA,51579,POINT (-95.7026 41.73811),01/01/2025
4829,CENTRAL CITY 2,A,1501 MICHIGAN AVE,DES MOINES,IA,50314,POINT (-93.61378 41.60575),01/01/2025
4748,WALGREENS #06186 / DAVENPORT,A,4011 E 53RD ST,DAVENPORT,IA,52807,POINT (-90.51401 41.57428),01/01/2025
2650,HY-VEE WINE AND SPIRITS / HARLAN,A,1808 23RD ST,HARLAN,IA,51537,POINT (-95.33943 41.65068),01/01/2025
3744,RANDY'S NEIGHBORHOOD MARKET / DYERSVILLE,A,733 16TH AVE SE,DYERSVILLE,IA,52040,POINT (-91.11586 42.47027),01/01/2025
010163,EL REY MEXICAN MARKET LLC / DENISON,A,529 HIGHWAY 39 #1,DENISON,IA,51442,POINT (-95.36766 42.02302),01/01/2025
3420,SAM'S CLUB 6344 / WINDSOR HEIGHTS,A,1101  73RD ST,WINDSOR HEIGHTS,IA,50311,POINT (-93.71423 41.59905),01/01/2025
5522,CASEY'S GENERAL STORE #3653 / GREENE,A,209 W SOUTH ST,GREENE,IA,50636,POINT (-92.81278 42.89076),01/01/2025
2248,INGERSOLL LIQUOR AND BEVERAGE,A,3500 INGERSOLL AVE,DES MOINES,IA,50312,POINT (-93.66455 41.58609),01/01/2025
5245,BEST TRIP,A,"1516, SE  1ST ST",DES MOINES,IA,50315,POINT (-93.61383 41.57609),01/01/2025
5366,LIQUOR BEER & TOBACCO OUTLET,A,1908 CLARK ST,CHARLES CITY,IA,50616,POINT (-92.66187 43.05876),01/01/2025
4395,KUM & GO #133 / ELLSWORTH,A,1111 IA HIGHWAY 175,ELLSWORTH,IA,50075,POINT (-93.57258 42.31),01/01/2025
4476,BUCKY'S EXPRESS #16 / COUNCIL BLUFFS,I,15 NORTH 16TH ST,COUNCIL BLUFFS,IA,51501,POINT (-95.86699 41.26208),01/01/2025
4656,CASEY'S GENERAL STORE #2301 / AMES,A,17005 HWY 69,AMES,IA,50010,,01/01/2025
5664,CASEY'S GENERAL STORE #45 / DES MOINES,A,2890 E BROADWAY AVE,DES MOINES,IA,50317,POINT (-93.5616 41.64417),01/01/2025
4777,CASEY'S GENERAL STORE #3730 / PAULLINA,A,222 NORTH CLARK STREET,PAULLINA,IA,51046,POINT (-95.68472 42.98231),01/01/2025
010067,BP TO GO #2 / CEDAR RAPIDS,A,1120 OLD MARION ROAD NORTHEAST NOELRIDGE PARK,CEDAR RAPIDS,IA,52402,POINT (-91.65191 42.02084),01/01/2025
6118,CASH SAVER #33 / DES MOINES,A,1320 E EUCLID AVE,DES MOINES,IA,50313,POINT (-93.60259 41.62857),01/01/2025
010511,HICKMAN LIQUOR / URBANDALE,A,8609 HICKMAN ROAD,URBANDALE,IA,50322,POINT (-93.73772 41.61511),01/01/2025
5723,CASEY'S GENERAL STORE #2538-WAUKEE,A,20 W. HICKMAN RD,WAUKEE,IA,50263,POINT (-93.87255 41.61402),01/01/2025
4456,KUM & GO #53 / IOWA CITY,I,955 MORMON TREK BLVD,IOWA CITY,IA,52246,POINT (-91.57409 41.64997),01/01/2025
010372,CBA BRANDS (BROKER),I,2633 AMBER LANE,ALGONQUIN,IL,60102,POINT (-88.34304 42.15074),01/01/2025
9942,"AMERICAN HERITAGE DISTILLERS, LLC (SAMPLE)",I,PO BOX 1317,SPENCER,IA,51301,,01/01/2025
5835,CASEY'S GENERAL STORE #3961 / MARCUS,A,406 HWY 3,MARCUS,IA,51035,POINT (-95.79848 42.80795),01/01/2025
5400,WASPY'S TRUCK STOP,A,703 SOUTH RYE AVE STE A,TEMPLETON,IA,51463,POINT (-94.93739 41.91364),01/01/2025
4453,SID'S GAS AND GROCERIES,A,"1116, HWY 69 SOUTH",FOREST CITY,IA,50436,POINT (-93.63441 43.25575),01/01/2025
010264,THE JO STOP / NORTHWOOD,A,700 DIAMOND JO LANE,NORTHWOOD,IA,50459,POINT (-93.3539 43.4471),01/01/2025
6134,AKRON STOP / ALGONA,A,107 US HWY 18,ALGONA,IA,50511,POINT (-94.23841 43.08245),01/01/2025
5555,SUB EXPRESS & GAS,A,4307 W LOCUST ST,DAVENPORT,IA,52804,POINT (-90.63736 41.53816),01/01/2025
4135,FAREWAY STORES #925 / ALTOONA,A,620 SE 8TH ST,ALTOONA,IA,50009,POINT (-93.4586 41.64349),01/01/2025
6238,WASHINGTON LIQUOR AND TOBACCO OUTLET / WASHINGTON,A,304 WEST MADISON STREET,WASHINGTON,IA,52353,POINT (-91.69474 41.29648),01/01/2025
3808,THRIFTWAY,I,304  4TH ST,LA PORTE CITY,IA,50651,POINT (-92.19051 42.3161),01/01/2025
010201,WORLD LIQUOR & TOBACCO PLUS VAPORS / ADEL,A,918 COURT STREET,ADEL,IA,50003,POINT (-94.01968 41.61825),01/01/2025
6098,BREW OIL #40 / SPENCER,A,1001 S GRAND AVE,SPENCER,IA,51301,POINT (-95.14374 43.12751),01/01/2025
4688,WALGREENS #10770 / CARROLL,A,105 E 6TH ST,CARROLL,IA,51401,POINT (-94.86679 42.06556),01/01/2025
3045,BRITT FOOD CENTER,A,8 2ND ST NW,BRITT,IA,50423,POINT (-93.80256 43.09867),01/01/2025
4997,DOWNTOWN PANTRY,A,"218, 6TH AVE #101",DES MOINES,IA,50309,POINT (-93.62452 41.58565),01/01/2025
6151,UNIVERSITY LIQUORS / WDM,I,9250 UNIVERSITY AVE UNIT 115,WEST DES MOINES,IA,50266,POINT (-93.834244 41.599769),01/01/2025
4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,A,480 7TH AVE,MARION,IA,52302,POINT (-91.60531 42.03334),01/01/2025
5252,FREEMAN FOODS OF NORTH ENGLISH,A,"119, MAIN ST",NORTH ENGLISH,IA,52316,POINT (-92.07641 41.51441),01/01/2025
4638,GD XPRESS / DAVENPORT,A,4607 N PINE ST,DAVENPORT,IA,52806,POINT (-90.60984 41.56738),01/01/2025
6255,KWIK STAR #1165 / SIBLEY,A,1694 PIERCE AVENUE,SIBLEY,IA,51249,POINT (-95.72266 43.40461),01/01/2025
5817,CASEY'S GENERAL STORE #1950 / GRINNELL,A,217 6TH AVE,GRINNELL,IA,50112,POINT (-92.73366 41.74616),01/01/2025
6029,CASEY'S GENERAL STORE #50 / MOVILLE,A,4 S 1ST ST,MOVILLE,IA,51039,POINT (-96.0751 42.48849),01/01/2025
5990,CASEY'S GENERAL STORE #1610 / KNOXVILLE,A,203 S LINCOLN ST,KNOXVILLE,IA,50138,POINT (-93.1095 41.31768),01/01/2025
4803,WALGREENS #07453 / DES MOINES,A,104 E EUCLID AVE,DES MOINES,IA,50313,POINT (-93.61718 41.62811),01/01/2025
010387,SIPN'SMOKE / AMES,A,4518 MORTENSEN ROAD #109,AMES,IA,50014,POINT (-93.67957 42.01122),01/01/2025
5296,YESWAY STORE # 10021/ WEBSTER CITY,A,1102 2ND ST,WEBSTER CITY,IA,50595,POINT (-93.83155 42.46953),01/01/2025
2554,HY-VEE FOOD STORE #1 (1105) / DAVENPORT,I,3019 ROCKINGHAM ROAD,DAVENPORT,IA,52802,POINT (-90.62027 41.51029),01/01/2025
010105,OELWEIN LIQUORS LLC / OELWEIN,I,1011 SOUTH FREDERICK AVENUE,OELWEIN,IA,50662,POINT (-91.91357 42.66324),01/01/2025
010179,KLINE'S QUICK TIME / KNOXVILLE,A,319 EAST MAIN STREET,KNOXVILLE,IA,50138,POINT (-93.09553 41.31894),01/01/2025
2714,HY-VEE / VINTON,A,911 S. K AVE,VINTON,IA,52349,POINT (-92.03776 42.16232),01/01/2025
6190,HAWKS LIQUOR & TOBACCO / CORALVILLE,A,2425 2ND STREET,CORALVILLE,IA,52241,POINT (-91.60044 41.68445),01/01/2025
3690,TARGET STORE T-1792 / WATERLOO,A,1501 E SAN MARNAN,WATERLOO,IA,50702,POINT (-92.32733 42.46648),01/01/2025
4239,FAREWAY STORES #850 / SPIRIT LAKE,I,1906 KEOKUK,SPIRIT LAKE,IA,51360,POINT (-95.10624 43.42157),01/01/2025
2641,HY-VEE DRUGSTORE / COUNCIL BLUFFS,I,757 W BROADWAY,COUNCIL BLUFFS,IA,51501,POINT (-95.85572 41.26115),01/01/2025
4591,CASEY'S GENERAL STORE #3052 / CLARION,A,"222, CENTRAL AVE",CLARION,IA,50525,POINT (-93.73066 42.73168),01/01/2025
6017,CASEY'S GENERAL STORE #2458 / MASON CITY,A,1361 12TH ST NW,MASON CITY,IA,50401,POINT (-93.22157 43.16281),01/01/2025
5748,CASEY'S GENERAL STORE #1887 / CEDAR FALLS,A,2425 CENTER ST,CEDAR FALLS,IA,50613,POINT (-92.45601 42.55846),01/01/2025
6032,CASEY'S GENERAL STORE #1167 / HOLSTEIN,A,714 S MAIN ST,HOLSTEIN,IA,51025,POINT (-95.54478 42.48061),01/01/2025
5982,CASEY'S GENERAL STORE #6 / ALTOONA,A,407 8TH ST SW,ALTOONA,IA,50009,POINT (-93.46892 41.64403),01/01/2025
6201,NEIGHBORHOOD TOBACCO OUTLET / MARION,A,2500 7TH AVENUE,MARION,IA,52302,POINT (-91.58559 42.03328),01/01/2025
010210,THE LIQUOR STORE / MISSOURI VALLEY,A,3153 JOLIET AVENUE,MISSOURI VALLEY,IA,51555,POINT (-95.92397 41.54938),01/01/2025
4617,LICKETY LIQUOR,A,2501 HUBBELL AVE,DES MOINES,IA,50317,POINT (-93.5702 41.60763),01/01/2025
5788,CASEY'S GENERAL STORE #1277 / FORT DODGE,I,1320 A ST,FORT DODGE,IA,50501,POINT (-94.20672 42.48825),01/01/2025
4092,FAREWAY STORES #077 / NORWALK,I,1711 SUNSET DR,NORWALK,IA,50211,POINT (-93.67689 41.48376),01/01/2025
010445,OSCEOLA LIQUOR LLC / OSCEOLA,A,715 W MCLANE ST,OSCEOLA,IA,50213,POINT (-93.77638 41.03056),01/01/2025
9047,REVELTON DISTILLING COMPANY (ET),I,1400 W CLAY ST,OSCEOLA,IA,50213,POINT (-93.78582 41.04091),01/01/2025
010192,ENGEN EXPRESS / RIDGEWAY,A,610 NORTH STREET,RIDGEWAY,IA,52165,POINT (-91.9878 43.29776),01/01/2025
3872,TARGET STORE T-0086 / DUBUQUE,A,3500 DODGE ST,DUBUQUE,IA,52003,POINT (-90.72265 42.49105),01/01/2025
010132,BREW #56 / CEDAR RAPIDS,I,1001 1ST AVENUE SOUTHWEST,CEDAR RAPIDS,IA,52405,POINT (-91.68475 41.97246),01/01/2025
2723,HY-VEE GAS / JOHNSTON,A,5902 MERLE HAY ROAD,JOHNSTON,IA,50322,POINT (-93.69799 41.66786),01/01/2025
6218,BOJI JUNCTION / MILFORD,A,2301 OKOBOJI AVENUE,MILFORD,IA,51351,POINT (-95.14997 43.33716),01/01/2025
5509,HEARTLAND MARKET,I,1101 MAIN ST,MANSON,IA,50563,POINT (-94.53422 42.53065),01/01/2025
4896,BARRYS MINI MART,A,"403, CHESTNUT ST",HARPERS FERRY,IA,52146,POINT (-91.15279 43.20057),01/01/2025
4716,WALGREENS #11153 / SPENCER,A,800 GRAND AVE,SPENCER,IA,51301,POINT (-95.14489 43.1461),01/01/2025
6155,DOWNTOWN SINCLAIR / FORT DODGE,I,315 2ND AVENUE SOUTH,FORT DODGE,IA,50501,POINT (-94.1931 42.50224),01/01/2025
010242,RUMCOQUI AND CO /  SAMPLE,I,8302 WESTOWN PKWY #2105,WEST DES MOINES,IA,50266,POINT (-93.82116 41.58723),01/01/2025
5820,CASEY'S GENERAL STORE #57 / EDDYVILLE,A,108 S MERINO AVE,EDDYVILLE,IA,52553,POINT (-92.62977 41.15712),01/01/2025
6328,BEST DEALS / RAYMOND,I,101 COMMERCIAL STREET,RAYMOND,IA,50667,POINT (-92.21943 42.46627),01/01/2025
5899,FORT DODGE SMOKE SHOP,I,1923 5TH AVE S,FORT DODGE,IA,50501,POINT (-94.17115 42.5011),01/01/2025
5753,CASEY'S GENERAL STORE #2639 / MAYNARD,A,525 MAIN ST W,MAYNARD,IA,50655,POINT (-91.88357 42.77382),01/01/2025
010304,VINTON LIQUOR TOBACCO AND VAPE / VINTON,A,411 A AVENUE,VINTON,IA,52349,POINT (-92.02559 42.16706),01/01/2025
5884,CASEY'S GENERAL STORE #3439 / LIME SPRINGS,A,14046 45TH ST,LIME SPRINGS,IA,52155,POINT (-92.29629 43.4505),01/01/2025
6054,LIBERTY VIEW WINE & SPIRITS / NORTH LIBERTY,A,595 COUNTRY LANE  STE 1,NORTH LIBERTY,IA,52317,POINT (-91.62284 41.75189),01/01/2025
6306,WINE & SPIRITS SHOPPE OF ALGONA / ALGONA,A,111 SOUTH PHILLIPS STREET,ALGONA,IA,50511,POINT (-94.22686 43.06834),01/01/2025
6087,SMOKER'S GENIE / WAUKEE,I,23 NE CAREFREE LN,WAUKEE,IA,50263,POINT (-93.86816 41.6163),01/01/2025
5552,CASEY'S GENERAL STORE #2905 / AMES,A,3612 STANGE RD,AMES,IA,50010,POINT (-93.64486 42.05666),01/01/2025
6170,CASEY'S GENERAL STORE #4 / DES MOINES,A,6565 NW 6TH DR,DES MOINES,IA,50313,POINT (-93.62959 41.67967),01/01/2025
3732,NORTH SCOTT FOODS,I,425 E LECLAIRE RD,ELDRIDGE,IA,52748,POINT (-90.5773 41.65427),01/01/2025
6321,COLONY POINT FUEL & GAS - WILLIAMSBURG,A,333 220TH STREET,WILLIAMSBURG,IA,52361,,01/01/2025
6095,LIQUOR TOBACCO OUTLET / FORT DODGE,A,902 1ST AVE N,FORT DODGE,IA,50501,POINT (-94.18613 42.50629),01/01/2025
4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,A,3625 EDGEWOOD RD SW,CEDAR RAPIDS,IA,52404,POINT (-91.716 41.94287),01/01/2025
5164,BUCKY'S EXPRESS #22 / COUNCIL BLUFFS,I,3434 NEBRASKA AVE,COUNCIL BLUFFS,IA,51501,POINT (-95.90061 41.24475),01/01/2025
5447,NEW STAR / RAYMOND,I,101 COMERICAL STREET,RAYMOND,IA,50667,POINT (-92.21943 42.46627),01/01/2025
4301,SAHOTA FOOD MART,A,1805 SE 14TH ST,DES MOINES,IA,50320,POINT (-93.59657 41.57222),01/01/2025
010458,UP IN SMOKE / IOWA CITY,A,1901 BROADWAY ST STE 1,IOWA CITY,IA,52240,POINT (-91.52092 41.64132),01/01/2025
010100,EASTSIDE LIQUOR AND GROCERY / MARSHALLTOWN,A,1116 EAST NEVADA STREET,MARSHALLTOWN,IA,50158,POINT (-92.89304 42.04434),01/01/2025
5092,KUM & GO #3035 / WEST DES MOINES,A,7265 VISTA DR,WEST DES MOINES,IA,50265,POINT (-93.80786 41.58935),01/01/2025
4378,KUM & GO #1202 / WAUKEE,A,650 W HICKMAN RD,WAUKEE,IA,50263,POINT (-93.8863 41.61472),01/01/2025
3612,B AND C LIQUOR / MAQUOKETA,I,509 E PLATT,MAQUOKETA,IA,52060,POINT (-90.65968 42.06923),01/01/2025
4796,WALGREENS #04714 / DES MOINES,A,4555 FLEUR DR,DES MOINES,IA,50321,POINT (-93.6445 41.5427),01/01/2025
5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,A,3010 UNIVERSITY DR,MUSCATINE,IA,52761,POINT (-91.01718 41.45814),01/01/2025
010415,ROCK RIVER BREWING COMPANY / (CANNED COCKTAIL),I,113 S STORY ST,ROCK RAPIDS,IA,51246,POINT (-96.16808 43.43126),01/01/2025
5927,GOPUFF / AMES,I,615 S DAYTON AVENUE,AMES,IA,50010,POINT (-93.58128 42.01605),01/01/2025
5187,KWIK STOP LIQUOR & GROCERIES AMES,A,125 6TH ST,AMES,IA,50010,POINT (-93.61186 42.02712),01/01/2025
4258,FAREWAY STORES #009 / BURLINGTON,A,920 LAWRENCE DRIVE,BURLINGTON,IA,52601,POINT (-91.14004 40.79915),01/01/2025
4269,TIPTON FAMILY FOODS,A,610 CEDAR ST,TIPTON,IA,52772,POINT (-91.12841 41.77177),01/01/2025
5955,GOWRIE GROCERY,A,1119 MARKET STREET,GOWRIE,IA,50543,POINT (-94.28945 42.28057),01/01/2025
5598,LIQUOR TOBACCO & GROCERY,I,1998 JACKSON ST,DUBUQUE,IA,52001,POINT (-90.66825 42.51147),01/01/2025
5916,ANOTHER ROUND / DEWITT,A,622 S 6TH AVE,DEWITT,IA,52742,POINT (-90.53908 41.80942),01/01/2025
5051,OASIS,A,630 SW  9TH ST,DES MOINES,IA,50309,POINT (-93.62528 41.57571),01/01/2025
5205,GLIDDEN GROCERY,A,201 IDAHO ST,GLIDDEN,IA,51443,POINT (-94.72891 42.05687),01/01/2025
5970,KUM & GO #7701 / DES MOINES,I,319 7TH ST  STE 101,DES MOINES,IA,50309,POINT (-93.62616 41.58629),01/01/2025
010257,MAYNARDS OF AKRON / AKRON,A,200 REED STREET,AKRON,IA,51001,POINT (-96.55941 42.82871),01/01/2025
5117,FOOD & GAS MART  /  MARSHALLTOWN,A,"613, N 3RD AVE",MARSHALLTOWN,IA,50158,POINT (-92.90809 42.05766),01/01/2025
010400,BUDZZ / ALBURNETT,A,105 S MAIN AVE,ALBURNETT,IA,52202,POINT (-91.61857 42.14806),01/01/2025
010495,KWIK STAR #1705 / BETTENDORF,A,5007 53RD AVENUE,BETTENDORF,IA,52722,POINT (-90.47609 41.57462),01/01/2025
010095,CASEY'S #6122 / COUNCIL BLUFFS,A,3434 NEBRASKA AVENUE,COUNCIL BLUFFS,IA,51501,POINT (-95.90061 41.24475),01/01/2025
2592,HY-VEE DRUGSTORE / MARSHALLTOWN,I,1712 S CENTER  ST,MARSHALLTOWN,IA,50158,POINT (-92.91135 42.0275),01/01/2025
010020,LOCAL LIQUOR / PANORA,A,603 EAST MAIN STREET,PANORA,IA,50216,POINT (-94.35723 41.69242),01/01/2025
5354,KIMMES WALL LAKE,A,129 CENTER STREET,WALL LAKE,IA,51466,POINT (-95.09062 42.27151),01/01/2025
9010,BROADBENT DISTILLERY (ET),I,6175 50TH AVE,NORWALK,IA,50211,POINT (-93.71227 41.43641),01/01/2025
4521,CASEY'S GENERAL STORE #1002 / GRAND JUNCTION,A,504 16TH ST N,GRAND JUNCTION,IA,50107,POINT (-94.23243 42.03556),01/01/2025
010274,"JOHN ERNEST DISTILLERY, INC / (ET)",I,1001 SEYMOUR ST,TAMA,IA,52339,POINT (-92.58284 41.96859),01/01/2025
5785,CASEY'S GENERAL STORE #2491 / CLARINDA,A,1107 S 16TH ST,CLARINDA,IA,51632,POINT (-95.03807 40.7274),01/01/2025
5407,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,A,602 S HIGHLAND,WILLIAMSBURG,IA,52361,POINT (-92.00744 41.66055),01/01/2025
3618,WAL-MART 2716 / CEDAR RAPIDS,A,3601 29TH AVE SW,CEDAR RAPIDS,IA,52404,POINT (-91.71841 41.94923),01/01/2025
010354,CRESTON LIQUORS / CRESTON,I,804 LAUREL STREET,CRESTON,IA,50801,POINT (-94.37329 41.04713),01/01/2025
2506,HY-VEE #2 (1044) / BURLINGTON,A,3140 AGENCY,BURLINGTON,IA,52601,POINT (-91.13678 40.81585),01/01/2025
4015,WAL-MART 0749 / AMES,A,3015 GRAND AVE,AMES,IA,50010,POINT (-93.62263 42.05371),01/01/2025
010057,KWIK STAR #1186 / ALTOONA,A,2030 21ST ST NW,ALTOONA,IA,50009,POINT (-93.48528 41.67126),01/01/2025
2691,HY-VEE FAST & FRESH - DES MOINES,A,5801 HICKMAN ROAD,URBANDALE,IA,50322,POINT (-93.69823 41.61518),01/01/2025
4371,KUM & GO #50 / WEST DES MOINES,A,745 S 51ST ST,WEST DES MOINES,IA,50265,POINT (-93.77381 41.55828),01/01/2025
5441,LIQUOR ON THE CORNER,A,300 EAST MAIN,CHEROKEE,IA,51012,POINT (-95.54709 42.74959),01/01/2025
010475,KWIK STAR #1184 / DUBUQUE,A,1180 KERPER COURT,DUBUQUE,IA,52001,POINT (-90.65549 42.51511),01/01/2025
010117,OASIS WINE AND SPIRITS - WINTERSET,A,53 EAST GREEN STREET,WINTERSET,IA,50273,POINT (-94.01395 41.33688),01/01/2025
2656,HY-VEE FOOD STORE / CORNING,A,300  10TH ST,CORNING,IA,50841,POINT (-94.73258 40.99184),01/01/2025
010338,HY-VEE FAST AND FRESH / CUMMING,A,5237 CUMMING AVENUE,CUMMING,IA,50061,POINT (-93.77672 41.48288),01/01/2025
4498,SPEEDE SHOP / WINTHROP,A,744 220TH STREET,WINTHROP,IA,50682,POINT (-91.74007 42.46841),01/01/2025
6049,CASEY'S GENERAL STORE #1130 / REINBECK,A,912 GRUNDY AVE,REINBECK,IA,50669,POINT (-92.60513 42.32572),01/01/2025
010301,FLOYD FOOD AND FUEL / SIOUX CITY,A,3241 FLOYD BOULEVARD,SIOUX CITY,IA,51108,POINT (-96.36974 42.53447),01/01/2025
5316,BROTHER'S MARKET/ SIGOURNEY,A,118 SOUTH MAIN STREET,SIGOURNEY,IA,52591,POINT (-92.20518 41.33304),01/01/2025
010231,ANTOJITOS PENA / HAWARDEN,I,925 CENTRAL AVENUE,HAWARDEN,IA,51023,POINT (-96.48525 42.99651),01/01/2025
5159,KIMMES ROCKWELL CITY COUNTRY STORE #,A,"730, HIGH ST",ROCKWELL CITY,IA,50579,POINT (-94.63896 42.39881),01/01/2025
2630,HY-VEE DRUGSTORE #2 / WDM,A,1010  60TH ST,WEST DES MOINES,IA,50266,POINT (-93.79129 41.58472),01/01/2025
4843,STEWART ROAD FAST BREAK,A,2418 STEWART RD,MUSCATINE,IA,52761,POINT (-91.07275 41.39079),01/01/2025
4953,TRI STOP,A,302 HWY 136,LOST NATION,IA,52254,POINT (-90.8174 41.9675),01/01/2025
5866,HOMETOWN FAMILY MARKET,A,310 2ND ST,GLADBROOK,IA,50635,POINT (-92.71643 42.18766),01/01/2025
5635,"BREW, GAS, COFFEE, SPIRIT, CIGARATTE",A,404  11TH ST,CORRECTIONVILLE,IA,51016,POINT (-95.78536 42.48223),01/01/2025
4743,FAMILY FARE #791,A,1801 VALLEY VIEW DR,COUNCIL BLUFFS,IA,51503,POINT (-95.81799 41.24405),01/01/2025
3959,HARTIG DRUG COMPANY #8/UNIVERSITY,A,1600 UNIVERSITY AVE,DUBUQUE,IA,52001,POINT (-90.68794 42.49832),01/01/2025
5734,FAREWAY STORES #193 / TIFFIN,A,500 CROELL AVENUE,TIFFIN,IA,52340,POINT (-91.65618 41.70841),01/01/2025
4558,KUM & GO #226 / SIOUX CITY,A,1373 PIERCE ST,SIOUX CITY,IA,51105,POINT (-96.40503 42.50473),01/01/2025
4057,TEQUILA'S LIQUOR STORE,A,1434 DES MOINES ST STE 5,DES MOINES,IA,50316,POINT (-93.5971 41.59528),01/01/2025
5287,YESWAY STORE # 1029/ CLARION,A,300 CENTRAL AVE W,CLARION,IA,50525,POINT (-93.73592 42.73162),01/01/2025
5849,SUPER QUICK STOP - COUNCIL BLUFFS,A,2800 TWIN CITY DR. SUITE 10,COUNCIL BLUFFS,IA,51501,POINT (-95.8902 41.21624),01/01/2025
