Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
3645,WAL-MART 1764 / WINDSOR HEIGHTS,A,1001  73RD ST,WINDSOR HEIGHTS,IA,50311,POINT (-93.71457 41.59715),01/01/2025
4455,KUM & GO #1959 / ELDORA,I,2359 EDGINGTON AVE,ELDORA,IA,50627,POINT (-93.11351 42.36057),01/01/2025
6283,KIMMES CARROLL COUNTRY STORE 1 / CARROLL,A,1511 US 71,CARROLL,IA,51401,POINT (-94.87856 42.07521),01/01/2025
6101,BREW OIL #26 / POCAHONTAS,A,14 E ELM AVE,POCAHONTAS,IA,50574,POINT (-94.66751 42.7326),01/01/2025
3859,WAL-MART 0750 / INDEPENDENCE,A,302 ENTERPRISE DR SW,INDEPENDENCE,IA,50644,POINT (-91.89306 42.45068),01/01/2025
4790,MEDIAPOLIS FAST BREAK,A,"109, WAPELLO ST",MEDIAPOLIS,IA,52405,POINT (-91.17003 41.00738),01/01/2025
6241,RAYMOND'S STATION / GARWIN,A,501 FRONT STREET,GARWIN,IA,50632,POINT (-92.67842 42.09337),01/01/2025
5919,CASEY'S GENERAL STORE #2584  / OSSIAN,A,200 W MAIN ST,OSSIAN,IA,52161,POINT (-91.76762 43.14661),01/01/2025
4320,FAREWAY STORES #470 / PERRY,A,1315 WILLIS AVE,PERRY,IA,50220,POINT (-94.10289 41.8379),01/01/2025
3721,WAL-MART 0913 / DECORAH,A,1798 OLD STAGE RD,DECORAH,IA,52101,POINT (-91.75316 43.29194),01/01/2025
4370,KUM & GO #240 / NORTH AVE NORWALK,A,530 NORTH AVE,NORWALK,IA,50211,POINT (-93.68228 41.47537),01/01/2025
4186,H AND A MINI MART /BP,A,5901 FLEUR DR,DES MOINES,IA,50321,POINT (-93.64473 41.53117),01/01/2025
6221,HY-VEE DOLLAR FRESH / ORANGE CITY,A,1301 8TH STREET SOUTHEAST,ORANGE CITY,IA,51041,POINT (-96.0417 42.99752),01/01/2025
5083,CENTRAL MART,I,"1203, TRI VIEW AVE",SIOUX CITY,IA,51104,POINT (-96.42284 42.49413),01/01/2025
6278,ADVENTURELAND / ALTOONA,A,305 34TH AVE NW,ALTOONA,IA,50009,POINT (-93.50232 41.65254),01/01/2025
4802,WALGREENS #07452 / DES MOINES,A,4415 DOUGLAS AVE,DES MOINES,IA,50310,POINT (-93.67884 41.62973),01/01/2025
5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,A,455 EDGEWOOD RD NW,CEDAR RAPIDS,IA,52405,POINT (-91.71547 41.97782),01/01/2025
5947,JOHNSON AVE BP / CEDAR RAPIDS,I,4830 JOHNSON AVE,CEDAR RAPIDS,IA,52405,POINT (-91.73338 41.96839),01/01/2025
4684,INDY 66 #928 / INDIANOLA,A,1201 N JEFFERSON,INDIANOLA,IA,50125,POINT (-93.55838 41.3717),01/01/2025
010337,WEST K MART / KEOKUK,A,707 PALEAN ST.,KEOKUK,IA,52632,POINT (-91.39139 40.39377),01/01/2025
010290,WEST SIDE LIQUOR / WATERLOO,A,919 WEST 5TH STREET,WATERLOO,IA,50702,POINT (-92.34635 42.48855),01/01/2025
4499,CASEY'S GENERAL STORE #1316 / MILFORD,A,510 OKOBOJI AVE,MILFORD,IA,51351,POINT (-95.14998 43.32008),01/01/2025
3957,KARL'S GROCERY STORE,I,101 WEST MADISON,EDGEWOOD,IA,52042,POINT (-91.4015 42.64535),01/01/2025
010386,DOWNTOWN GAS AND GROCERY / DUBUQUE,A,1401 CENTRAL AVENUE,DUBUQUE,IA,52001,POINT (-90.66781 42.50649),01/01/2025
5157,KIMMES MANSON COUNTRY STORE #10,A,208 MAIN ST,MANSON,IA,50563,POINT (-94.53453 42.51787),01/01/2025
4557,HOMETOWN FOODS / TRAER,I,420 SECOND ST,TRAER,IA,50675,POINT (-92.46808 42.1934),01/01/2025
010043,GARNAVILLO SPEEDE SHOPPE / GARNAVILLO,I,204 N MAIN ST.,GARNAVILLO,IA,52049,POINT (-91.23614 42.86888),01/01/2025
5297,YESWAY STORE # 10018/ WEBSTER CITY,A,1803 SUPERIOR ST,WEBSTER CITY,IA,50595,POINT (-93.81586 42.45961),01/01/2025
5802,CASEY'S GENERAL STORE #3718 / PLEASANT HILL,A,1175 NE 75TH ST,PLEASANT HILL,IA,50327,POINT (-93.45442 41.59976),01/01/2025
010053,JJ GAS AND FOOD / SPRINGVILLE,I,510 1ST AVENUE,SPRINGVILLE,IA,52336,POINT (-91.44563 42.05336),01/01/2025
4630,EZ STOP / DAVENPORT,A,2923 BRADY ST,DAVENPORT,IA,52803,POINT (-90.57062 41.54989),01/01/2025
2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,A,1745 MADISON AVE,COUNCIL BLUFFS,IA,51503,POINT (-95.82492 41.24456),01/01/2025
5816,CASEY'S GENERAL STORE #2916 / ALTOONA,A,170 36TH AVE SW,ALTOONA,IA,50009,POINT (-93.50893 41.64943),01/01/2025
010180,SWEETIES LIQUOR STORE AND COFFEE SHOP LLC / ODEBOLT,A,3274 FOX AVE,ODEBOLT,IA,51458,POINT (-95.24527 42.31553),01/01/2025
5062,CASEY'S GENERAL STORE #2318 / MONTRO,A,"111, MAIN ST",MONTROSE,IA,52639,POINT (-91.41557 40.53191),01/01/2025
5386,CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,A,200 S COMMERCIAL AVE,EAGLE GROVE,IA,50533,POINT (-93.90448 42.66266),01/01/2025
3845,OTHO CONVENIENCE AND FOOD,I,210 NORTH HWY,OTHO,IA,50569,POINT (-94.15042 42.4223),01/01/2025
2584,HY-VEE FOOD STORE / FORT MADISON,A,2606 AVENUE L,FORT MADISON,IA,52627,POINT (-91.3433 40.62608),01/01/2025
5286,SAUCE,I,"108, COLLEGE",IOWA CITY,IA,52240,POINT (-91.5342 41.65896),01/01/2025
010431,FEISTA FOODS / HARTLEY,A,130 3RD STREET NORTHEAST,HARTLEY,IA,51346,POINT (-95.47456 43.18481),01/01/2025
5041,CASEY'S GENERAL STORE #3309 / MONTEZ,A,106 N FRONT ST,MONTEZUMA,IA,50171,POINT (-92.52723 41.58587),01/01/2025
010332,METRO MART #3 / CEDAR FALLS,A,103 FRANKLIN STREET,CEDAR FALLS,IA,50613,POINT (-92.44949 42.53749),01/01/2025
010089,CASEY'S #4306 / FAIRFIELD,A,1601 WEST BURLINGTON AVENUE,FAIRFIELD,IA,52556,POINT (-91.98179 41.00662),01/01/2025
010464,LIQUOR & TOBACCO OUTLET / MANCHESTER,A,316 E MAIN ST,MANCHESTER,IA,52057,POINT (-91.45445 42.48402),01/01/2025
010215,OCEAN LIQUOR AND SMOKE ETC / CEDAR RAPIDS,A,4333 CZECH LANE NORTHEAST,CEDAR RAPIDS,IA,52402,POINT (-91.66658 42.02311),01/01/2025
010446,LIQUOR+ MADISON / WASHINGTON,A,1004 W MADISON ST,WASHINGTON,IA,52353,POINT (-91.70457 41.29656),01/01/2025
2846,CVS PHARMACY #8443 / CEDAR RAPIDS,I,3419 16TH AVE SW,CEDAR RAPIDS,IA,52404,POINT (-91.7166 41.96361),01/01/2025
2672,HY-VEE / WINTERSET,A,923 N  1ST ST,WINTERSET,IA,50273,POINT (-94.01263 41.34266),01/01/2025
6288,MIDWEST FOOD & LIQUOR / PLEASANT HILL,A,1250 COPPER CREEK DRIVE,PLEASANT HILL,IA,50327,POINT (-93.52439 41.60156),01/01/2025
010470,OTHO CONVENIENCE / OTHO,A,210 NORTH HIGHWAY STREET,OTHO,IA,50569,POINT (-94.15042 42.4223),01/01/2025
5473,NEIGHBORHOOD TOBACCO OUTLET / MARION,I,2500 7TH AVE,MARION,IA,52302,POINT (-91.58559 42.03328),01/01/2025
010305,JESSE'S AUTOMOTIVE AND MINI MART LLC / MILES,I,658 FERRY ROAD,MILES,IA,52064,POINT (-90.31576 42.04893),01/01/2025
3749,WAL-MART 1526 / STORM LAKE,A,1831 LAKE AVE NW,STORM LAKE,IA,50588,POINT (-95.1979 42.66409),01/01/2025
010036,TOBACCO OUTLET PLUS #504 / DUBUQUE,A,"806 WACKER DR., STE 140",DUBUQUE,IA,52001,POINT (-90.71927 42.49319),01/01/2025
5225,THE STATION II / NORTH LIBERTY,A,620 MEADE DR,NORTH LIBERTY,IA,52317,POINT (-91.60822 41.75289),01/01/2025
5819,CASEY'S GENERAL STORE #2530 / ALTA,A,303 E HWY 7,ALTA,IA,51002,POINT (-95.30195 42.67532),01/01/2025
4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,A,916 E MAIN ST,MARSHALLTOWN,IA,50158,POINT (-92.89623 42.04921),01/01/2025
010156,BIG GROVE BREWERY (CANNED COCKTAIL),I,1225 S GILBERT ST,IOWA CITY,IA,52240,POINT (-91.53278 41.64647),01/01/2025
5700,FLASHMART #103/PERRY,I,1219 1ST AVENUE,PERRY,IA,50020,POINT (-94.10658 41.84004),01/01/2025
010185,CASEY'S #4367 / IOWA CITY,A,2410 MORMON TREK BOULEVARD,IOWA CITY,IA,52246,POINT (-91.56549 41.63714),01/01/2025
3831,THE MARKET OF MADRID,A,301 ANNEX RD,MADRID,IA,50156,POINT (-93.81536 41.87896),01/01/2025
5801,CASEY'S GENERAL STORE #2647 / CENTER POINT,A,4397 N CENTER POINT,CENTER POINT,IA,52213,POINT (-91.77433 42.18243),01/01/2025
6086,KUM & GO #7706 / AMES,I,2320 LINCOLN WAY STE 103,AMES,IA,50014,POINT (-93.6474 42.02279),01/01/2025
3542,CHUCK'S SPORTSMANS BEVERAGE,A,244 W 4TH ST,ST ANSGAR,IA,50472,POINT (-92.92138 43.37848),01/01/2025
6208,HY-VEE FAST AND FRESH / GRIMES,A,1401 E 1ST STREET,GRIMES,IA,50111,POINT (-93.77922 41.68912),01/01/2025
6067,FAST AVE ONE STOP / MUSCATINE,A,2111 PARK AVE,MUSCATINE,IA,52761,POINT (-91.02989 41.44734),01/01/2025
010048,KWIK STAR #1156 / OELWEIN,A,1350 INDUSTRIAL PARK DR.,OELWEIN,IA,50662,POINT (-91.90878 42.66306),01/01/2025
4655,CASEY'S GENERAL STORE #2237 / PRAIRIE CITY,A,1002 W 2ND ST,PRAIRIE CITY,IA,50228,POINT (-93.24739 41.5967),01/01/2025
5683,CASEY'S GENERAL STORE #2697 / ONAWA,A,706 10TH ST,ONAWA,IA,51040,POINT (-96.0972 42.03043),01/01/2025
5541,CASEY'S GENERAL STORE #2550 / OSCEOLA,A,1706 JEFFREY'S DR. PO BOX 466,OSCEOLA,IA,50213,POINT (-93.78874 41.02763),01/01/2025
5146,FAREWAY STORES #153  /  W DES MOINES,A,329 GRAND AVE,WEST DES MOINES,IA,50265,POINT (-93.70709 41.58271),01/01/2025
010111,CASEY'S #4315 - AMES,A,3218 ORION DRIVE,AMES,IA,50010,POINT (-93.62169 42.05448),01/01/2025
4929,CASEY'S GENERAL STORE #1680 / ADEL,A,816 GREENE ST,ADEL,IA,50003,POINT (-94.01845 41.61438),01/01/2025
4131,FAREWAY STORES #933 / URBANDALE,A,8450 MEREDITH DR,URBANDALE,IA,50322,POINT (-93.73458 41.64298),01/01/2025
010512,WHISKEY WOLF LIQUOR & SMOKES / GLENWOOD,A,411 SOUTH LOCUST STEET,GLENWOOD,IA,51534,POINT (-95.74413 41.04235),01/01/2025
6121,LIQUOR TOBACCO & VAPE / MANCHESTER,I,316 E MAIN ST,MANCHESTER,IA,52057,POINT (-91.45445 42.48402),01/01/2025
6141,KJ'S CONVENIENCE & DELI / MAQUOKETA,A,916 WEST PLATT,MAQUOKETA,IA,52060,POINT (-90.67745 42.06901),01/01/2025
5603,CASEY'S GENERAL STORE #2480 / CHARLES CITY,A,1105 BLUNT PKWY,CHARLES CITY,IA,50616,POINT (-92.67319 43.06674),01/01/2025
010256,LIQUOR AND TOBACCO OUTLET / WATERLOO,A,2844 UNIVERSITY AVENUE,WATERLOO,IA,50701,POINT (-92.38317 42.49851),01/01/2025
3910,RIVERSIDE CASINO AND RESORT,A,3184 HIGHWAY 22,RIVERSIDE,IA,52327,POINT (-91.52962 41.49957),01/01/2025
2591,HY-VEE WINE AND SPIRITS / ATLANTIC,A,1602 E 7TH ST,ATLANTIC,IA,50022,POINT (-94.99042 41.40387),01/01/2025
010530,GURU NANAK ENTERPRISE INC / VINTON,I,310 S K AVE.,VINTON,IA,52349,POINT (-92.03753 42.16816),01/01/2025
4353,KUM & GO #302 / CLEAR LAKE,A,2905 FOURTH AVENUE,CLEAR LAKE,IA,50428,POINT (-93.3531 43.13371),01/01/2025
010281,CORYDON CORNER / CORYDON,A,214 W JEFFERSON ST,CORYDON,IA,50060,POINT (-93.3201 40.75717),01/01/2025
5488,YESWAY #1103 / ROCKFORD,A,814 E MAIN ST,ROCKFORD,IA,50468,POINT (-92.93578 43.05222),01/01/2025
5204,QUIK STOP  /  BURLINGTON,A,1812 OSBORN ST,BURLINGTON,IA,52601,POINT (-91.11267 40.82621),01/01/2025
010220,VAPE AND SMOKE / TAMA,A,104 WEST 3RD STREET,TAMA,IA,52339,POINT (-92.57712 41.96178),01/01/2025
010399,THE DEPOT WALFORD LLC / WALFORD,A,200 U.S. 151,WALFORD,IA,52351,POINT (-91.83344 41.87841),01/01/2025
4819,SUPER STOP 2 / ALTOONA,I,2635 ADVENTURELAND DR,ALTOONA,IA,50009,POINT (-93.4947 41.6588),01/01/2025
6311,LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,A,624 ANGULAR STREET,BURLINGTON,IA,52601,POINT (-91.10756 40.80241),01/01/2025
010084,KINGS MART #50 / IOWA CITY,I,2875 COMMERCE DR,IOWA CITY,IA,52240,POINT (-91.48082 41.62841),01/01/2025
9013,IOWA DISTILLING COMPANY (ET),I,4349 CUMMING AVE.,CUMMING,IA,50061,POINT (-93.76245 41.4832),01/01/2025
5581,CASEY'S GENERAL STORE #2488 / N ENGLISH,A,504 S MAIN ST,NORTH ENGLISH,IA,52316,POINT (-92.07643 41.51125),01/01/2025
2667,HY-VEE MAINSTREET / SIOUX CITY,A,2611 PIERCE ST,SIOUX CITY,IA,51104,POINT (-96.40516 42.51745),01/01/2025
6106,MOES MART #4 / COUNCIL BLUFFS,I,2024 5TH AVE,COUNCIL BLUFFS,IA,51501,POINT (-95.8751 41.25756),01/01/2025
6154,OFF CAMPUS BEER AND SPIRITS / AMES,I,4518 MORTENSEN RD  STE 109,AMES,IA,50014,POINT (-93.67957 42.01122),01/01/2025
5634,THE SNACK SHACK,I,4335 TEXAS ST,WATERLOO,IA,50702,POINT (-92.30699 42.45311),01/01/2025
6246,KWIK STAR #1142  / IOWA CITY,A,1907 KEOKUK STREET,IOWA CITY,IA,52240,POINT (-91.52564 41.64258),01/01/2025
4014,WAL-MART 1732 / DENISON,A,510 C AVE,DENISON,IA,51442,POINT (-95.36937 42.02441),01/01/2025
3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,A,1606 CAMANCHE AVE,CLINTON,IA,52732,POINT (-90.20471 41.82835),01/01/2025
8808,PARKSIDE BREWING COMPANY (CANNED COCKTAIL),I,2601 MADISON AVE,BURLINGTON,IA,52601,POINT (-91.1087 40.77995),01/01/2025
5140,A TO Z LIQUOR,I,114 SOUTH  2ND  ST,CHEROKEE,IA,51012,POINT (-95.55131 42.749),01/01/2025
6003,CASEY'S GENERAL STORE #2298 / AMES,A,428 LINCOLN WAY,AMES,IA,50010,POINT (-93.61665 42.02292),01/01/2025
010476,WAYLAND BP / WAYLAND,A,213 WEST HWY 78,WAYLAND,IA,52654,POINT (-91.6624 41.15054),01/01/2025
010116,DAVIDS FOODS / LAKE MILLS,A,103 N WASHINGTON ST,LAKE MILLS,IA,50450,POINT (-93.53374 43.41958),01/01/2025
010365,K & N MINI MART,A,201 SOUTH BROAD STREET,STACYVILLE,IA,50476,POINT (-92.78231 43.43508),01/01/2025
4562,CASEY'S GENERAL STORE #2989 / MECHANICSVILLE,A,206 SHORT ST,MECHANICSVILLE,IA,52306,POINT (-91.25834 41.90326),01/01/2025
5616,CASEY'S GENERAL STORE #2623 / FAIRBANK,A,103 24TH ST,FAIRBANK,IA,50629,,01/01/2025
5546,CASEY'S GENERAL STORE #2341 / NEWTON,A,3104 1ST AVE E,NEWTON,IA,50208,POINT (-93.01398 41.69917),01/01/2025
4731,WALGREENS #05060 / CLIVE,A,12753 UNIVERSITY AVE,CLIVE,IA,50325,POINT (-93.79388 41.60099),01/01/2025
2707,HY-VEE FAST AND FRESH - URBANDALE,A,9915 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.75563 41.62997),01/01/2025
5311,THE LIQUOR STORE,I,132 N. MAIN,PAULLINA,IA,51046,POINT (-95.68773 42.98149),01/01/2025
4984,FAST AVE ONE STOP,I,2111 PARK AVE,MUSCATINE,IA,52761,POINT (-91.02989 41.44734),01/01/2025
5737,SUPER STOP & SHOP / BALDWIN,A,5358 HWY 64,BALDWIN,IA,52207,POINT (-90.83601 42.07326),01/01/2025
5465,KUM & GO #1215 / AMES,A,4506 LINCOLN WAY,AMES,IA,50010,POINT (-93.56281 42.02299),01/01/2025
5232,CASEY'S GENERAL STORE #27  /  AUDUBO,A,400 MARKET ST,AUDUBON,IA,50025,POINT (-94.93393 41.71986),01/01/2025
2612,HY-VEE STORE / PERRY,A,1215  141 ST,PERRY,IA,50220,POINT (-94.10479 41.82986),01/01/2025
5869,TOBACCO OUTLET PLUS #507 - URBANDALE,A,6941 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.71161 41.62957),01/01/2025
6291,JET STOP BURLINGTON SOUTH / BURLINGTON,A,901 SOUTH STREET,BURLINGTON,IA,52601,POINT (-91.10788 40.79617),01/01/2025
2524,HY-VEE FOOD STORE #1 (1159) / DUBUQUE,A,3500 DODGE ST,DUBUQUE,IA,52001,POINT (-90.72265 42.49105),01/01/2025
3871,TARGET STORE T-0069 / WDM,A,1800  35TH ST,WEST DES MOINES,IA,50266,POINT (-93.75116 41.54417),01/01/2025
4056,TARGET STORE T-0860 / WEST BURLINGTON,A,525 S GEAR AVE,WEST BURLINGTON,IA,52655,POINT (-91.17185 40.82097),01/01/2025
5848,WEST FORTY MARKET - GREENE,A,107 E TRAER ST,GREENE,IA,50636,POINT (-92.80182 42.89589),01/01/2025
4541,CASEY'S GENERAL STORE #1045 / DELMAR,A,502 MARKET,DELMAR,IA,52037,POINT (-90.60688 42.00364),01/01/2025
010506,SAM FOOD MART / COUNCIL BLUFFS,A,701 16TH AVENUE,COUNCIL BLUFFS,IA,51501,POINT (-95.85503 41.24665),01/01/2025
5487,INDEPENDENCE LIQUOR & FOOD,I,1761 INDEPENDENCE AVE,WATERLOO,IA,50707,POINT (-92.30251 42.49841),01/01/2025
5424,BEER BARN,A,19203 BUNGE AVE,COUNCIL BLUFFS,IA,51503,POINT (-95.79224 41.167),01/01/2025
5850,CASEY'S GENERAL STORE #2684 - DURANT,A,504 5TH STREET,DURANT,IA,52747,POINT (-90.91254 41.60098),01/01/2025
2200,SAC LIQUOR STORE,A,619 E MAIN ST,SAC CITY,IA,50583,POINT (-94.97402 42.42133),01/01/2025
4621,CASEY'S GENERAL STORE #23 / MAXWELL,I,"100, MAIN ST",MAXWELL,IA,50161,POINT (-93.39967 41.88801),01/01/2025
5274,FCA KINGSLEY C-STORE,I,101 MAIN ST,KINGSLEY,IA,51028,POINT (-95.96733 42.58703),01/01/2025
4436,KUM & GO #216  AMES,A,203 WELCH AVE,AMES,IA,50010,POINT (-93.65013 42.02128),01/01/2025
4337,GRAND FALLS CASINO RESORT,A,1415 GRAND FALLS BLVD,LARCHWOOD,IA,51241,POINT (-96.50371 43.49855),01/01/2025
5998,WILTON EXPRESS,A,1300 NICOLAUS DR,WILTON,IA,52778,POINT (-91.03476 41.58997),01/01/2025
5883,KIMMES HUMBOLDT COUNTRY STORE #14,A,411 13TH ST,HUMBOLDT,IA,50548,POINT (-94.22683 42.72619),01/01/2025
3666,TARGET STORE T-1771 / CEDAR RAPIDS,A,3400 EDGEWOOD RD SW,CEDAR RAPIDS,IA,52404,POINT (-91.71731 41.94423),01/01/2025
6016,CASEY'S GENERAL STORE #2467 / CLARINDA,A,318 E WASHINGTON STREET,CLARINDA,IA,51632,POINT (-95.03482 40.73927),01/01/2025
2806,OSCO #1118 / CLINTON,A,1307 N SECOND,CLINTON,IA,52732,POINT (-90.18479 41.85893),01/01/2025
4592,DYNO'S #29 / EMMETSBURG,I,"2401, MAIN",EMMETSBURG,IA,50536,POINT (-94.68172 43.11196),01/01/2025
5880,SHORTEE'S PIT STOP / SPEEDWAY CAFE,I,215 S RERICK AVE,PRIMGHAR,IA,51245,POINT (-95.62431 43.08612),01/01/2025
4893,CASEY'S GENERAL STORE #3098 / WDM,A,105 GRAND AVE,WEST DES MOINES,IA,50265,POINT (-93.70376 41.58271),01/01/2025
6228,OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,I,801 EAST CHARLES STREET,OELWEIN,IA,50662,POINT (-91.90251 42.6788),01/01/2025
6015,CASEY'S GENERAL STORE #19 / MASON CITY,A,813 N FEDERAL AVE,MASON CITY,IA,50401,POINT (-93.20108 43.15969),01/01/2025
5984,CASEY'S GENERAL STORE #3214 / OSKALOOSA,A,413 A AVE W,OSKALOOSA,IA,52577,POINT (-92.64899 41.29623),01/01/2025
2568,HY-VEE FOOD STORE #4 / CEDAR RAPIDS,I,1556 1ST AVE NE,CEDAR RAPIDS,IA,52402,POINT (-91.65094 41.98891),01/01/2025
4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,A,6417 NORTHGLEN DR,JOHNSTON,IA,50131,POINT (-93.70583 41.68795),01/01/2025
6169,JACK & JILL STORE / WEST BRANCH,I,115 E MAIN ST,WEST BRANCH,IA,52358,POINT (-91.34353 41.67084),01/01/2025
4715,WALGREENS #06678 / WEST DES MOINES,A,1999 GRAND AVE,WEST DES MOINES,IA,50265,POINT (-93.73178 41.5716),01/01/2025
5244,THE OX & WREN SPIRITS AND GIFTS,A,708 2ND  AVE  SE,CRESCO,IA,52136,POINT (-92.10635 43.3711),01/01/2025
4868,KUM & GO #59 / WAUKEE,A,400 PRAIRIE BLUFF DR,WAUKEE,IA,50263,POINT (-93.88022 41.56561),01/01/2025
5898,URBAN FUEL LLC / NORTH LIBERTY,I,1 HAWKEYE DRIVE,NORTH LIBERTY,IA,52327,POINT (-91.60718 41.73416),01/01/2025
5781,CASEY'S GENERAL STORE #2898 / CLARENCE,A,93 LOMBARD ST,CLARENCE,IA,52216,POINT (-91.0659 41.88873),01/01/2025
4725,CASEY'S GENERAL STORE #1548 / ANKENY,A,2905 W 1ST ST,ANKENY,IA,50023,POINT (-93.6384 41.73132),01/01/2025
3390,OKOBOJI AVENUE LIQUOR,A,1610 OKOBOJI AVENUE,MILFORD,IA,51351,POINT (-95.14999 43.33154),01/01/2025
010501,RAICILLA SAN GREGORIO INC / SAMPLE,I,801 CENTRAL AVENUE,HAWARDEN,IA,51023,POINT (-96.48525 42.99461),01/01/2025
5375,CASEY'S GENERAL STORE # 3518/ DES MOINES,A,1907 ARMY POST RD,DES MOINES,IA,50315,POINT (-93.64157 41.52699),01/01/2025
5569,CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,A,5050 NORTHLAND AVE NE,CEDAR RAPIDS,IA,52402,POINT (-91.6317 42.02844),01/01/2025
3896,SMOKIN' JOE'S #18 TOBACCO AND LIQUOR OUTLET,I,1901 BROADWAY ST,IOWA CITY,IA,52240,POINT (-91.52092 41.64132),01/01/2025
010360,CASEY'S #4539 / ROCK RAPIDS,A,800 FIRST AVENUE,ROCK RAPIDS,IA,51246,POINT (-96.17596 43.43191),01/01/2025
5163,GASLAND EXPRESS  /  MT PLEASANT,I,"309, W  WASHINGTON ST",MOUNT PLEASANT,IA,52641,POINT (-91.55714 40.96586),01/01/2025
4232,"ELLIOTT'S GENERAL STORE,",A,23828 HWY J18,MORAVIA,IA,52571,POINT (-92.8343 40.89241),01/01/2025
4306,NORTHSIDE ONE STOP / HAMPTON,I,1208  4TH ST NE,HAMPTON,IA,50441,POINT (-93.20286 42.75323),01/01/2025
6346,MARKER 126 / DUNCOMBE,I,2339 POPLAR AVENUE,DUNCOMBE,IA,50532,POINT (-94.0919 42.45062),01/01/2025
010317,YESWAY #1007 / LOGAN,A,121 WEST 7TH STREET,LOGAN,IA,51546,POINT (-95.7916 41.643),01/01/2025
010247,YESWAY #1014 / OTTUMWA,A,502 WEST 2ND STREET,OTTUMWA,IA,52501,POINT (-92.41692 41.02234),01/01/2025
4475,BUCKY'S EXPRESS #27 / COUNCIL BLUFFS,I,2713 S 24TH ST,COUNCIL BLUFFS,IA,51501,POINT (-95.88007 41.23445),01/01/2025
4885,OTTER CREEK STOP / ZWINGLE,A,"18820, BELLEVUE CASCADE RD",ZWINGLE,IA,52079,POINT (-90.68057 42.24041),01/01/2025
4808,CB QUICK STOP / COUNCIL BLUFFS,A,"3500, AVE A",COUNCIL BLUFFS,IA,51501,POINT (-95.90247 41.26283),01/01/2025
5915,THE HUT / COUNCIL BLUFFS,A,1925 W BROADWAY,COUNCIL BLUFFS,IA,51501,POINT (-95.87297 41.26156),01/01/2025
4797,WALGREENS #05362 / DES MOINES,A,1330 E UNIVERSITY AVE,DES MOINES,IA,50316,POINT (-93.60132 41.60083),01/01/2025
5601,CASEY'S GENERAL STORE #1889 / MONTICELLO,A,627 S MAIN ST,MONTICELLO,IA,52310,POINT (-91.18614 42.23235),01/01/2025
2521,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,A,1990 GRAND AVENUE,WEST DES MOINES,IA,50265,POINT (-93.72998 41.5711),01/01/2025
5191,CASEY'S GENERAL STORE #1534 / GUTHRI,A,"100, N  5TH ST",GUTHRIE CENTER,IA,50115,POINT (-94.50213 41.67768),01/01/2025
3628,WAL-MART 1528 / CEDAR RAPIDS,A,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,POINT (-91.6819 42.03473),01/01/2025
5971,PONY CREEK LIQUOR / GLENWOOD,I,411 S LOCUST ST,GLENWOOD,IA,51534,POINT (-95.74413 41.04235),01/01/2025
2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,A,2001 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,POINT (-91.66913 42.0348),01/01/2025
2850,CVS / PHARMACY #10161 / DES MOINES,I,215 E EUCLID AVE,DES MOINES,IA,50313,POINT (-93.616 41.6277),01/01/2025
4452,SELECT MART    GORDON DR,A,2825 GORDON DR,SIOUX CITY,IA,51105,POINT (-96.37199 42.48961),01/01/2025
6175,MALCOM GAS & FOOD / MALCOM,I,203 MONTEZUMA STREET,MALCOM,IA,50157,POINT (-92.55212 41.70643),01/01/2025
4651,CASEY'S GENERAL STORE #2300 / JEWELL,A,301 MAIN ST,JEWELL,IA,50130,POINT (-93.64 42.30266),01/01/2025
5116,NEW STAR MART  /  NEWTON,I,702 1ST AVE E,NEWTON,IA,50208,POINT (-93.04541 41.69962),01/01/2025
5649,THE DEPOT TIFFIN,A,221 W MARENGO RD,TIFFIN,IA,52340,POINT (-91.66559 41.70716),01/01/2025
4001,WAL-MART 1787 / CARROLL,A,2014 KITTY HAWK AVE,CARROLL,IA,51401,POINT (-94.89479 42.0798),01/01/2025
5826,CASEY'S GENERAL STORE #2595 / KEOKUK,A,326 MAIN ST,KEOKUK,IA,52632,POINT (-91.38221 40.3947),01/01/2025
4520,CASEY'S GENERAL STORE #2842 / HUXLEY,A,902 N HWY 69,HUXLEY,IA,50124,POINT (-93.60726 41.9013),01/01/2025
5784,CASEY'S GENERAL STORE #2023 / FT MADISON,A,1208 AVE H,FORT MADISON,IA,52627,POINT (-91.31951 40.6301),01/01/2025
